awardid,action_date,federal_action_obligation,deobligated_amount_usd,label,action_type_code,action_type_description,correction_delete_indicator_code,correction_delete_indicator_description,recipient_name,recipient_city_name,recipient_state_code,primary_place_of_performance_city_name,trump_era_flag
ASST_NON_R01GM123002_075,2021-09-05,-0.12,0.12,CANCELLATION,B,CONTINUATION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,BOSTON,0
ASST_NON_R01GM123157_075,2024-05-30,-827.04,827.04,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,UNIVERSITY OF MASSACHUSETTS,AMHERST,MA,HADLEY,0
ASST_NON_R01GM123239_075,2024-06-13,-7267.46,7267.46,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,NORTHEASTERN UNIVERSITY,BOSTON,MA,BOSTON,0
ASST_NON_R01GM123239_075,2024-06-13,-43093.47,43093.47,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,NORTHEASTERN UNIVERSITY,BOSTON,MA,BOSTON,0
ASST_NON_R01GM123289_075,2021-07-30,-0.26,0.26,CANCELLATION,B,CONTINUATION,,,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,BOSTON,0
ASST_NON_R01GM123289_075,2022-09-28,-10163.44,10163.44,CANCELLATION,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,,0
ASST_NON_R01GM124038_075,2022-11-23,-0.12,0.12,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,,0
ASST_NON_R01GM124044_075,2021-11-13,-0.13,0.13,CANCELLATION,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,CAMBRIDGE,MA,,0
ASST_NON_R01GM124160_075,2024-06-18,-374.97,374.97,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,TRUSTEES OF TUFTS COLLEGE,SOMERVILLE,MA,MEDFORD,0
ASST_NON_R01GM124231_075,2024-11-26,-7334.37,7334.37,PARTIAL_RES_CUM_POS,C,REVISION,,,TRUSTEES OF BOSTON COLLEGE,CHESTNUT HILL,MA,,0
ASST_NON_R01GM124348_075,2023-01-27,-299814.0,299814.0,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,,0
ASST_NON_R01GM125827_075,2025-08-05,-9.4,9.4,PARTIAL_RES_CUM_POS,C,REVISION,,,TRUSTEES OF TUFTS COLLEGE,MEDFORD,MA,,1
ASST_NON_R01GM125856_075,2024-02-21,-21.88,21.88,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,TRUSTEES OF TUFTS COLLEGE,SOMERVILLE,MA,BOSTON,0
ASST_NON_R01GM125859_075,2025-03-05,-5.77,5.77,PARTIAL_RES_CUM_POS,C,REVISION,,,BRANDEIS UNIVERSITY,WALTHAM,MA,,1
ASST_NON_R01GM125872_075,2024-03-20,-13272.88,13272.88,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,UNIVERSITY OF MASSACHUSETTS MEDICAL SCHOOL,WORCESTER,MA,WORCESTER,0
ASST_NON_R01GM125872_075,2024-03-20,-468.15,468.15,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,UNIVERSITY OF MASSACHUSETTS MEDICAL SCHOOL,WORCESTER,MA,WORCESTER,0
ASST_NON_R01GM126220_075,2022-08-29,-4225.88,4225.88,RESCISSION,C,REVISION,C,CORRECT AN EXISTING RECORD,TRUSTEES OF BOSTON COLLEGE,CHESTNUT HILL,MA,,0
ASST_NON_R01GM126376_075,2022-07-12,-17301.89,17301.89,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,,0
ASST_NON_R01GM127399_075,2024-02-15,-0.18,0.18,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,BOSTON,0
ASST_NON_R01GM127430_075,2023-04-17,-131895.0,131895.0,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,TRUSTEES OF BOSTON UNIVERSITY,BOSTON,MA,,0
ASST_NON_R01GM127430_075,2024-08-20,-12838.03,12838.03,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,TRUSTEES OF BOSTON UNIVERSITY,BOSTON,MA,BOSTON,0
ASST_NON_R01GM127557_075,2024-12-09,-46913.63,46913.63,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,TRUSTEES OF TUFTS COLLEGE,BOSTON,MA,BOSTON,0
ASST_NON_R01GM127559_075,2024-01-24,-871.07,871.07,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,UNIVERSITY OF MASSACHUSETTS MEDICAL SCHOOL,WORCESTER,MA,,0
ASST_NON_R01GM127585_075,2023-01-26,-26167.27,26167.27,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,TRUSTEES OF TUFTS COLLEGE,SOMERVILLE,MA,,0
ASST_NON_R01GM127585_075,2023-11-30,-709.11,709.11,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,TRUSTEES OF TUFTS COLLEGE,SOMERVILLE,MA,MEDFORD,0
ASST_NON_R01GM127596_075,2024-09-24,-282.89,282.89,PARTIAL_RES_CUM_POS,C,REVISION,,,TRUSTEES OF BOSTON UNIVERSITY,BOSTON,MA,BOSTON,0
ASST_NON_R01GM127596_075,2024-09-24,-8.78,8.78,PARTIAL_RES_CUM_POS,C,REVISION,,,TRUSTEES OF BOSTON UNIVERSITY,BOSTON,MA,BOSTON,0
ASST_NON_R01GM127714_075,2024-02-14,-7114.57,7114.57,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,NORTHEASTERN UNIVERSITY,BOSTON,MA,BOSTON,0
ASST_NON_R01GM127776_075,2025-05-07,-242.85,242.85,PARTIAL_RES_CUM_POS,C,REVISION,,,UNIVERSITY OF MASSACHUSETTS MEDICAL SCHOOL,WORCESTER,MA,WORCESTER,1
ASST_NON_R01GM127776_075,2025-05-07,-7101.94,7101.94,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,UNIVERSITY OF MASSACHUSETTS MEDICAL SCHOOL,WORCESTER,MA,WORCESTER,1
ASST_NON_R01GM127776_075,2025-05-07,-579.32,579.32,PARTIAL_RES_CUM_POS,C,REVISION,,,UNIVERSITY OF MASSACHUSETTS MEDICAL SCHOOL,WORCESTER,MA,WORCESTER,1
ASST_NON_R01GM127776_075,2025-05-07,-579.32,579.32,PARTIAL_RES_CUM_POS,C,REVISION,,,UNIVERSITY OF MASSACHUSETTS MEDICAL SCHOOL,WORCESTER,MA,WORCESTER,1
ASST_NON_R01GM127862_075,2024-01-24,-0.23,0.23,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,THE GENERAL HOSPITAL CORPORATION,BOSTON,MA,,0
ASST_NON_R01GM128989_075,2021-12-07,-128085.68,128085.68,RESCISSION,C,REVISION,C,CORRECT AN EXISTING RECORD,THE GENERAL HOSPITAL CORPORATION,BOSTON,MA,,0
ASST_NON_R01GM128989_075,2022-10-28,-388.91,388.91,RESCISSION,C,REVISION,C,CORRECT AN EXISTING RECORD,THE GENERAL HOSPITAL CORPORATION,BOSTON,MA,,0
ASST_NON_R01GM129007_075,2024-01-11,-58.67,58.67,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_R01GM129026_075,2024-04-16,-0.71,0.71,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,BOSTON,0
ASST_NON_R01GM129151_075,2021-09-09,-41210.0,41210.0,PARTIAL_RES_CUM_POS,B,CONTINUATION,C,CORRECT AN EXISTING RECORD,TRUSTEES OF TUFTS COLLEGE,BOSTON,MA,BOSTON,0
ASST_NON_R01GM129275_075,2020-10-21,-1263.0,1263.0,PARTIAL_RES_CUM_POS,A,NEW,,,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,BOSTON,0
ASST_NON_R01GM129437_075,2023-07-05,-321840.84,321840.84,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,TRUSTEES OF BOSTON UNIVERSITY,BOSTON,MA,,0
ASST_NON_R01GM130120_075,2024-03-18,-353.28,353.28,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,TRUSTEES OF BOSTON UNIVERSITY,BOSTON,MA,BOSTON,0
ASST_NON_R01GM130668_075,2023-04-27,-363534.0,363534.0,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,"CHILDREN'S HOSPITAL CORPORATION, THE",BOSTON,MA,,0
ASST_NON_R01GM130668_075,2023-08-09,-1.0,1.0,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,"CHILDREN'S HOSPITAL CORPORATION, THE",BOSTON,MA,,0
ASST_NON_R01GM130668_075,2023-08-09,-97197.38,97197.38,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,"CHILDREN'S HOSPITAL CORPORATION, THE",BOSTON,MA,,0
ASST_NON_R01GM130668_075,2025-04-07,-32494.15,32494.15,PARTIAL_RES_CUM_POS,C,REVISION,,,NORTHEASTERN UNIVERSITY,BOSTON,MA,BOSTON,1
ASST_NON_R01GM130885_075,2024-08-26,-11957.71,11957.71,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,"DANA-FARBER CANCER INSTITUTE, INC.",BOSTON,MA,BOSTON,0
ASST_NON_R01GM131105_075,2024-12-18,-17588.05,17588.05,PARTIAL_RES_CUM_POS,C,REVISION,,,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,CAMBRIDGE,MA,,0
ASST_NON_R01GM131401_075,2024-01-11,-0.64,0.64,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,CAMBRIDGE,MA,BOSTON,0
ASST_NON_R01GM131409_075,2022-10-30,-3.83,3.83,RESCISSION,C,REVISION,C,CORRECT AN EXISTING RECORD,TRUSTEES OF BOSTON UNIVERSITY,BOSTON,MA,,0
ASST_NON_R01GM131627_075,2022-06-09,-76496.57,76496.57,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,,0
ASST_NON_R01GM131627_075,2025-04-08,-81438.86,81438.86,PARTIAL_RES_CUM_POS,C,REVISION,,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,,1
ASST_NON_R01GM132286_075,2024-01-10,-1.69,1.69,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,BOSTON,0
ASST_NON_R01GM132391_075,2024-01-11,-83.92,83.92,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,TRUSTEES OF TUFTS COLLEGE,SOMERVILLE,MA,MEDFORD,0
ASST_NON_R01GM132422_075,2025-05-07,-13.7,13.7,PARTIAL_RES_CUM_POS,C,REVISION,,,TRUSTEES OF TUFTS COLLEGE,MEDFORD,MA,MEDFORD,1
ASST_NON_R01GM132471_075,2025-06-24,-85.28,85.28,PARTIAL_RES_CUM_POS,C,REVISION,,,TRUSTEES OF BOSTON COLLEGE,CHESTNUT HILL,MA,,1
ASST_NON_R01GM132471_075,2025-06-24,-199.91,199.91,PARTIAL_RES_CUM_POS,C,REVISION,,,TRUSTEES OF BOSTON COLLEGE,CHESTNUT HILL,MA,,1
ASST_NON_R01GM132471_075,2025-06-24,-85.28,85.28,PARTIAL_RES_CUM_POS,C,REVISION,,,TRUSTEES OF BOSTON COLLEGE,CHESTNUT HILL,MA,,1
ASST_NON_R01GM132499_075,2025-04-09,-7.22,7.22,PARTIAL_RES_CUM_POS,C,REVISION,,,BRANDEIS UNIVERSITY,WALTHAM,MA,,1
ASST_NON_R01GM132564_075,2025-04-16,-0.09,0.09,PARTIAL_RES_CUM_POS,C,REVISION,,,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,CAMBRIDGE,MA,,1
ASST_NON_R01GM132571_075,2024-01-10,-0.08,0.08,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,CAMBRIDGE,MA,,0
ASST_NON_R01GM132668_075,2021-07-30,-373582.0,373582.0,RESCISSION,B,CONTINUATION,,,BRIGHAM & WOMENS HOSPITAL INC,BOSTON,MA,BOSTON,0
ASST_NON_R01GM132668_075,2021-08-29,-258791.26,258791.26,RESCISSION,B,CONTINUATION,,,BRIGHAM & WOMENS HOSPITAL INC,BOSTON,MA,BOSTON,0
ASST_NON_R01GM132668_075,2022-06-29,-1045.73,1045.73,RESCISSION,C,REVISION,C,CORRECT AN EXISTING RECORD,BRIGHAM & WOMENS HOSPITAL INC,BOSTON,MA,,0
ASST_NON_R01GM132997_075,2024-07-15,-18907.72,18907.72,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_R01GM133185_075,2025-04-08,-877.99,877.99,PARTIAL_RES_CUM_POS,C,REVISION,,,"DANA-FARBER CANCER INSTITUTE, INC.",BOSTON,MA,BOSTON,1
ASST_NON_R01GM133963_075,2023-10-18,-11453.27,11453.27,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,TRUSTEES OF BOSTON UNIVERSITY,BOSTON,MA,BOSTON,0
ASST_NON_R01GM134259_075,2025-08-05,-77.92,77.92,PARTIAL_RES_CUM_POS,C,REVISION,,,TRUSTEES OF BOSTON COLLEGE,CHESTNUT HILL,MA,,1
ASST_NON_R01GM134275_075,2023-07-21,-0.07,0.07,RESCISSION,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,CAMBRIDGE,MA,,0
ASST_NON_R01GM134300_075,2024-08-08,-7321.17,7321.17,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,UNIVERSITY OF MASSACHUSETTS MEDICAL SCHOOL,WORCESTER,MA,WORCESTER,0
ASST_NON_R01GM134300_075,2024-08-08,-287.1,287.1,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,UNIVERSITY OF MASSACHUSETTS MEDICAL SCHOOL,WORCESTER,MA,WORCESTER,0
ASST_NON_R01GM134539_075,2025-03-25,-2655.65,2655.65,PARTIAL_RES_CUM_POS,C,REVISION,,,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,,1
ASST_NON_R01GM134734_075,2024-02-13,-110378.82,110378.82,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_R01GM135215_075,2025-09-10,-1971.66,1971.66,PARTIAL_RES_CUM_POS,C,REVISION,,,TRUSTEES OF BOSTON UNIVERSITY,BOSTON,MA,,1
ASST_NON_R01GM135474_075,2025-04-08,-4332.95,4332.95,PARTIAL_RES_CUM_POS,C,REVISION,,,UNIVERSITY OF MASSACHUSETTS MEDICAL SCHOOL,WORCESTER,MA,WORCESTER,1
ASST_NON_R01GM135930_075,2024-02-21,-2.6,2.6,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,TRUSTEES OF BOSTON UNIVERSITY,BOSTON,MA,BROOKLINE,0
ASST_NON_R01GM135931_075,2025-04-02,-19070.26,19070.26,PARTIAL_RES_CUM_POS,C,REVISION,,,UNIVERSITY OF MASSACHUSETTS,AMHERST,MA,HADLEY,1
ASST_NON_R01GM136132_075,2025-03-12,-9294.73,9294.73,PARTIAL_RES_CUM_POS,C,REVISION,,,TRUSTEES OF BOSTON UNIVERSITY,BOSTON,MA,,1
ASST_NON_R01GM136132_075,2025-03-12,-2245.38,2245.38,PARTIAL_RES_CUM_POS,C,REVISION,,,TRUSTEES OF BOSTON UNIVERSITY,BOSTON,MA,,1
ASST_NON_R01GM136132_075,2025-03-12,-2245.38,2245.38,PARTIAL_RES_CUM_POS,C,REVISION,,,TRUSTEES OF BOSTON UNIVERSITY,BOSTON,MA,,1
ASST_NON_R01GM136859_075,2025-08-27,-16187.42,16187.42,PARTIAL_RES_CUM_POS,C,REVISION,,,"DANA-FARBER CANCER INSTITUTE, INC.",BOSTON,MA,BOSTON,1
ASST_NON_R01GM136920_075,2025-03-12,-2337.73,2337.73,PARTIAL_RES_CUM_POS,C,REVISION,,,TRUSTEES OF BOSTON COLLEGE,CHESTNUT HILL,MA,,1
ASST_NON_R01GM137606_075,2025-09-10,-1671.44,1671.44,PARTIAL_RES_CUM_POS,C,REVISION,,,"THE BROAD INSTITUTE, INC",CAMBRIDGE,MA,,1
ASST_NON_R01GM140361_075,2022-11-29,-70928.0,70928.0,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,TRUSTEES OF TUFTS COLLEGE,BOSTON,MA,BOSTON,0
ASST_NON_R01GM140465_075,2025-03-05,-227.97,227.97,PARTIAL_RES_CUM_POS,C,REVISION,,,WORCESTER POLYTECHNIC INSTITUTE,WORCESTER,MA,,1
ASST_NON_R01GM141050_075,2022-12-19,-172957.0,172957.0,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,,0
ASST_NON_R01GM142012_075,2025-08-26,-236.48,236.48,PARTIAL_RES_CUM_POS,C,REVISION,,,TRUSTEES OF BOSTON UNIVERSITY,BOSTON,MA,BOSTON,1
ASST_NON_R01GM145787_075,2025-09-15,-905.09,905.09,PARTIAL_RES_CUM_POS,C,REVISION,,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,,1
ASST_NON_R01GM148745_075,2024-11-14,-556500.0,556500.0,PARTIAL_RES_CUM_POS,C,REVISION,,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,,0
ASST_NON_R01HD032443_075,2023-07-03,-0.07,0.07,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,,0
ASST_NON_R01HD034568_075,2023-07-24,-762145.78,762145.78,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,HARVARD PILGRIM HEALTH CARE INC,CANTON,MA,,0
ASST_NON_R01HD043341_075,2022-08-29,-14088.4,14088.4,CANCELLATION,C,REVISION,C,CORRECT AN EXISTING RECORD,THE GENERAL HOSPITAL CORPORATION,BOSTON,MA,,0
ASST_NON_R01HD069623_075,2021-12-06,-3001.64,3001.64,CANCELLATION,C,REVISION,C,CORRECT AN EXISTING RECORD,THE GENERAL HOSPITAL CORPORATION,BOSTON,MA,,0
ASST_NON_R01HD073104_075,2024-02-08,-0.21,0.21,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,,0
ASST_NON_R01HD076258_075,2021-10-28,-1225.81,1225.81,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,"CHILDREN'S HOSPITAL CORPORATION, THE",BOSTON,MA,,0
ASST_NON_R01HD078517_075,2021-12-07,-6815.04,6815.04,CANCELLATION,C,REVISION,C,CORRECT AN EXISTING RECORD,UNIVERSITY OF MASSACHUSETTS,AMHERST,MA,HADLEY,0
ASST_NON_R01HD079214_075,2025-03-24,-26039.66,26039.66,PARTIAL_RES_CUM_POS,C,REVISION,,,THE GENERAL HOSPITAL CORPORATION,BOSTON,MA,,1
ASST_NON_R01HD079214_075,2025-03-24,-7316.56,7316.56,PARTIAL_RES_CUM_POS,C,REVISION,,,THE GENERAL HOSPITAL CORPORATION,BOSTON,MA,,1
ASST_NON_R01HD079484_075,2022-09-28,-1.0,1.0,RESCISSION,C,REVISION,C,CORRECT AN EXISTING RECORD,THE MCLEAN HOSPITAL CORPORATION,BELMONT,MA,BELMONT,0
ASST_NON_R01HD080780_075,2021-09-28,-70053.72,70053.72,CANCELLATION,B,CONTINUATION,C,CORRECT AN EXISTING RECORD,NORTHEASTERN UNIVERSITY,BOSTON,MA,BOSTON,0
ASST_NON_R01HD081256_075,2022-10-23,-6513.68,6513.68,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,THE GENERAL HOSPITAL CORPORATION,BOSTON,MA,,0
ASST_NON_R01HD081256_075,2023-07-21,-41916.65,41916.65,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,THE GENERAL HOSPITAL CORPORATION,BOSTON,MA,,0
ASST_NON_R01HD081274_075,2022-06-29,-2946.42,2946.42,CANCELLATION,C,REVISION,C,CORRECT AN EXISTING RECORD,"SPAULDING REHABILITATION HOSPITAL (SRH) VOLUNTEER SERVICES, INC.",CHARLESTOWN,MA,,0
ASST_NON_R01HD082078_075,2023-09-25,-1710.9,1710.9,RESCISSION,C,REVISION,C,CORRECT AN EXISTING RECORD,"CHILDREN'S HOSPITAL CORPORATION, THE",BOSTON,MA,,0
ASST_NON_R01HD082131_075,2021-07-29,-0.02,0.02,PARTIAL_RES_CUM_POS,B,CONTINUATION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_R01HD082527_075,2023-01-05,-576948.37,576948.37,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,THE GENERAL HOSPITAL CORPORATION,BOSTON,MA,CHARLESTOWN,0
ASST_NON_R01HD083113_075,2021-12-14,-23.92,23.92,CANCELLATION,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,,0
ASST_NON_R01HD083133_075,2023-09-25,-47687.97,47687.97,NO_DEOBLIGATION,C,REVISION,C,CORRECT AN EXISTING RECORD,"CHILDREN'S HOSPITAL CORPORATION, THE",BOSTON,MA,,0
ASST_NON_R01HD083133_075,2023-09-25,-274979.83,274979.83,NO_DEOBLIGATION,C,REVISION,C,CORRECT AN EXISTING RECORD,"CHILDREN'S HOSPITAL CORPORATION, THE",BOSTON,MA,,0
ASST_NON_R01HD083311_075,2021-10-26,-160144.54,160144.54,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,UNIVERSITY OF MASSACHUSETTS,AMHERST,MA,HADLEY,0
ASST_NON_R01HD084409_075,2021-10-28,-8.08,8.08,CANCELLATION,C,REVISION,C,CORRECT AN EXISTING RECORD,THE MARINE BIOLOGICAL LABORATORY,WOODS HOLE,MA,,0
ASST_NON_R01HD085121_075,2021-11-09,-6759.38,6759.38,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,BRIGHAM & WOMENS HOSPITAL INC,BOSTON,MA,,0
ASST_NON_R01HD085121_075,2022-11-22,-54577.01,54577.01,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,BRIGHAM & WOMENS HOSPITAL INC,BOSTON,MA,,0
ASST_NON_R01HD085813_075,2024-01-17,-779.31,779.31,RESCISSION,C,REVISION,C,CORRECT AN EXISTING RECORD,THE GENERAL HOSPITAL CORPORATION,BOSTON,MA,CHARLESTOWN,0
ASST_NON_R01HD085813_075,2024-01-17,-17.67,17.67,RESCISSION,C,REVISION,C,CORRECT AN EXISTING RECORD,THE GENERAL HOSPITAL CORPORATION,BOSTON,MA,CHARLESTOWN,0
ASST_NON_R01HD085870_075,2022-02-01,-46657.23,46657.23,CANCELLATION,C,REVISION,C,CORRECT AN EXISTING RECORD,UNIVERSITY OF MASS AT BOSTON,DORCHESTER,MA,,0
ASST_NON_R01HD085993_075,2022-09-22,-842.2,842.2,CANCELLATION,C,REVISION,C,CORRECT AN EXISTING RECORD,HARVARD PILGRIM HEALTH CARE INC,CANTON,MA,,0
ASST_NON_R01HD086742_075,2021-09-15,-299328.0,299328.0,PARTIAL_RES_CUM_POS,B,CONTINUATION,C,CORRECT AN EXISTING RECORD,TRUSTEES OF BOSTON UNIVERSITY,BOSTON,MA,BOSTON,0
ASST_NON_R01HD086742_075,2023-03-28,-310.69,310.69,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,TRUSTEES OF BOSTON UNIVERSITY,BOSTON,MA,,0
ASST_NON_R01HD087089_075,2022-12-23,-98176.18,98176.18,RESCISSION,C,REVISION,C,CORRECT AN EXISTING RECORD,NORTHEASTERN UNIVERSITY,BOSTON,MA,,0
ASST_NON_R01HD087234_075,2021-07-26,-0.07,0.07,PARTIAL_RES_CUM_POS,B,CONTINUATION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,BOSTON,0
ASST_NON_R01HD087706_075,2024-07-22,-45825.82,45825.82,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,TRUSTEES OF BOSTON UNIVERSITY,BOSTON,MA,BOSTON,0
ASST_NON_R01HD088393_075,2024-04-08,-3146.31,3146.31,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,THE GENERAL HOSPITAL CORPORATION,BOSTON,MA,BOSTON,0
ASST_NON_R01HD088619_075,2024-10-16,-0.18,0.18,PARTIAL_RES_CUM_POS,C,REVISION,,,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_R01HD089853_075,2023-10-26,-330.58,330.58,RESCISSION,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,BOSTON,0
ASST_NON_R01HD089934_075,2022-09-23,-0.48,0.48,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,,0
ASST_NON_R01HD090019_075,2024-02-15,-1536.56,1536.56,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,HARVARD PILGRIM HEALTH CARE INC,CANTON,MA,BOSTON,0
